NCT Number,Study Title,Brief Summary,Conditions
NCT06495931,"Study on Drug Interaction of HRS-1780 Tablets, Henagliflozin Tablets, Metformin Tablets and HRS-7535 Tablets in Healthy Human","This study was designed as a single-center, single-arm, open, fixed-sequence, self-controlled trial in healthy subjects.",Type 2 Diabetes Mellitus
NCT06997731,Clinical Efficacy of Local Delivery of Minocycline and Hyaluronan Gel to Treat Periodontitis in Diabetic Patients,The goal of this clinical trial is to investigate the local delivery of minocycline gel 2% and 0.2% hyaluronan gel to treat periodontitis in diabetic patients as adjunctive to subgingival instrumentation. The main question it aims to answer is: Does local use of minocycline gel and hyaluronan gel as an adjunct to SRP have resulted in significant additional improvement in the clinical conditions of stage II grade B periodontitis patients when compared with SRP alone?,Periodontitis and Diabetes|Periodontitis
NCT01954927,Pain Management in Children and Young Adults With Sickle Cell Disease,"This is a phase II double-blind placebo-controlled clinical trial evaluating the effect of gabapentin when added to standard pain management for patients with sickle cell disease experiencing acute pain crisis in the ambulatory care setting.Sickle cell pain is different for every patient. Some patients get complete relief from routine pain medicines, and others need more time or more doses of pain medicines before the pain goes away completely. It is known that humans have many types of pain, including something called neuropathic pain. Neuropathic pain in other conditions (such as diabetes) has been treated successfully with a medicine called gabapentin. The investigators in this study suspect that some sickle cell pain is a combination of pain types. They would like to see if adding gabapentin to the usual pain medicines makes pain go away faster or more completely.Primary Objective:* To assess the analgesic efficacy of gabapentin vs. placebo for pain during vaso-occlusive crisis (VOC) in participants with sickle cell disease (SCD). A response to study drug will be defined by a decrease in pain score of ≥ 33% between presentation to the acute care setting and assessment at 3 hours post administration of study drug.Secondary Objective:* To compare the total morphine equivalent dose (mg/kg) used to control pain during VOC between presentation to the acute care setting and assessment at 3 hours post administration of study drug in the gabapentin vs. placebo groups.",Sickle Cell Disease
NCT00493727,Use of Mucomyst to Ameliorate Oxidant Stress in Diabetics With Proteinuria,"The study will look at the effect of 30 days of treatment of 15 diabetics with proteinuria with N-acetylcysteine ( Mucomyst ) at a dose of 1 gm twice a day by mouth. The primary outcome that will be measured is change in the oxidant stress as measurable by changes in the serum level of isoprostane, Glutathione peroxidase, aconitase and Total oxidant stress. Secondary outcomes measured will be changes in proteinuria and kidney function as measured by spot urine pr/cr and estimated GFR by MDRD formula.",Diabetes|Proteinuria
NCT01657227,Tertiary Prevention in Type II Diabetes Mellitus in Canary Islands Study,"Objective:* To improve health outcomes of patients with type 2 diabetes mellitus (T2DM) by influencing disease self-management through lifestyle modification and by helping primary care professionals to improve health care provided to patients.* To assess the effectiveness and cost-effectiveness of two complex interventions (education and behavioural modification, independently and conjointly, for primary health care teams (PHCT) and patients and their relatives) to improve the health results in people with T2DM.Methodology:Design: Randomized clinical trial. Setting: Basic healthcare district in Canary Islands. Spain. Subjects: Patients with T2DM, 18-65 years old, without complications. Main measures: HbA1c, rate of patients with properly controlled T2DM. Sample: 2328 patients, 582 per arm. Intervention: G1: Interventions on the patients: Educational and habit modification group program. G2: Intervention on the PHCT: a) Educative intervention to improve the knowledge about the disease and their abilities; b) Computer-based clinical decision support system; c) Feedback of results. G3: Interventions on the patients and the PHCT. G4: Control group. Patients receive only the usual care.",Type 2 Diabetes Mellitus
NCT00212173,Adolescent Weight Management Study,"Protocol #1:The goals of this study was to examine whether increased weight loss in obese adolescent is induced when the weight loss medication sibutramine is added to a family-based, behavioral weight control program.Protocol #2: This study aims to improve the behavioral treatment of obesity during adolescence. A behavioral program using regular foods will be compared to a behavioral program using a structured meal plan (a portion-controlled approach with liquid-meal replacements \[nutritional supplements\]). This structured approach may be better for the promotion of weight loss compared to a diet of regular foods.",Protocol #1:Behavioral Therapy + Placebo or Sibutramine|Protocol #2: Behavioral Therapy + Meal Replacement or Conventional Food
NCT01505673,Adding Liraglutide to High Dose Insulin: Breaking the Cycle,"The purpose of this study is to evaluate whether the addition of liraglutide 1.8 mg/day to a high-dose insulin regimen (\>1.8 units/kg/day) in patients with uncontrolled (HbA1c \>7.5%) type 2 diabetes mellitus will improve blood sugar control.It also evaluates the effect of liraglutide on liver and pancreatic fat content, explores the mechanism of blood sugar improvement by assessing weight and pancreatic hormone release, and assesses blood pressure, lipid profile, and liver function. Finally it will look at patient quality of life and safety.",Type 2 Diabetes Mellitus|Obesity
NCT03135873,Mastiha Treatment for Obese With NAFLD Diagnosis,"NAFLD/NASH is one of the most common complications of obesity and diabetes mellitus in Western populations affecting approximately 50% of diabetics and 76% of obese patients. Due to the lack of specialized treatment, many new efforts focus on exploring alternative, non-pharmacologic means for managing the disease, including bioactive substances in fruits, vegetables and plants or their products. Mastiha, a natural product of Greece, consists of a great variety of bioactive phytochemical compounds and demonstrates antioxidant, antiinflammatory, antimicrobial and lipid lowering properties. Taking into account the contribution of oxidative stress and inflammation to NAFLD/NASH pathogenesis, the hypothesis that Mastiha could improve disease aspects is investigated. Thus, design of a multicenter (4 centers across Europe), randomized, double-blind, placebo controlled (parallel arm) clinical trial to assess the effect of Mastiha on clinical course of NAFLD/NASH patients has been conducted. The effectiveness of the proposed intervention will be evaluated via clinical and laboratory markers. MAST4HEALTH aims also at exploring gene-diet interactions and at correlating genetic and epigenetic markers with metabolomic and intestinal microbiota profiles pre- and post- intervention. To this end, patients with confirmed NAFLD/NASH will be allocated to either verum or placebo group. Duration of the intervention will be 6 months and the dosage applied will be 2.1 g daily. NAFLD/NASH diagnosis will be confirmed by MS scanning and the sensitive LiverMultiScan technique. Anthropometric, demographic data, body composition, dietary habits, physical activity, family history and smoking status will be assessed pre- and post- intervention. Biochemical profile, oxidative stress and inflammation, as well as epigenetic and metabolomic profiles will be assessed in blood samples, while the metagenome profile will be examined in stools. Both groups will receive counselling to allow for body weight regulation up to 5%. Compliance will be assessed monthly and side effects will be reported.",Non Alcoholic Fatty Liver Disease
NCT05334173,Gastric Bypass With Different Lengths of the Bilipancreatic Limb,"Laparoscopic Roux-en-Y Gastric Bypass (LRYGB) has been the most performed bariatric surgical intervention until a few years ago, due to its good results in terms of weight loss and remission of comorbidities such as hypertension, type 2 diabetes mellitus, dyslipidemia and obstructive sleep apnea syndrome. However, more than 25% of patients do not obtain the expected result.There is no uniform technique to perform a LRYGB, but traditionally it was constructed using a long alimentary limb (AL) and a short biliopancreatic limb (BPL). There is no current consensus on the ideal length of the LRYGB limbs.The distal gastric bypass at the expense of a longer biliopancreatic limb (LBPL-GB) could induce more excess of weight loss (EWL%), but with possible protein malnutrition depending on the length of the remaining common limb.The aim of this study is compare a LBPL-GB (BPL 150cm, AL 70cm) with LAL-GB (BPL 70cm, AL 150cm).PRIMARY OUTCOME: to evaluate if there are differences in weight loss. SECONDARY OUTCOME: to assess whether there are differences in both groups in remission of the most common comorbidities and in quality of life.DESIGN: multicenter, prospective, randomized study in blocks (1:1), blinded for the patient and to the surgeon up to the time of intervention, in patients with indication of RYGB for obesity (BMI\>35 with associated comorbidity or BMI\>40 with or without comorbidity, excluding those of BMI\>50). Intervention: LRYGB type 1 (LAL-GB: 150cm ALand 70cm BPL) or type 2 (LBPL-GB: 70cm AL and 150cm BPL).The expected result is that the patients with LBPL-GB present better EWL%, and higher remission of their comorbidities than the comparison group","Laparoscopic-Roux-en-Y Gastric Bypass|Obesity|Diabetes Mellitus, Type 2|Hypertension|Dyslipidemias|Sleep Apnea"
NCT00694473,Continuous Glucose Monitoring With a Subcutaneous Sensor During Critical Illness and Surgery,"We hypothesize that measurements of interstitial fluid (ISF) glucose by the FreeStyle Navigator (Abbot Diabetes Care), a continuous glucose monitoring system, will correlate with blood glucose (BG) values in surgical and ICU patients with a clinically useful degree of accuracy.",Critical Illness
NCT00433173,Insulin Sensitivity in Men With the Metabolic Syndrome,"The metabolic syndrome is a medical condition defined by high levels of cholesterol in the blood, high blood pressure, central obesity (gain in fat around the region of the stomach), and insulin resistance (body responds less well to insulin). This state of impaired insulin resistance can lead to type 2 diabetes mellitus, which is one of the most common metabolic disorders in the U.S. Numerous studies have shown an inverse relationship between insulin resistance and testosterone levels in men, however, causality has not been established. This protocol investigates the role of testosterone in modulating insulin sensitivity in insulin resistant states such as the metabolic syndrome. The hypothesis is that testosterone administration will improve insulin sensitivity.",Metabolic Syndrome
NCT04223973,MEDTRUM A7+ TouchCare Insulin Patch Pump (MedInPS),Demonstration study of the interest of the MEDTRUM A7+ TouchCare insulin patch pump versus INSULET Omnipod® patch pump,Diabetes Mellitus
NCT00596427,Mechanisms of Glucose Lowering Effect of Colesevelam HCl,"The mechanism by which colesevelam HCl lowers glucose is not known. Knowledge of the potential mechanism of action is important for defining the role of the drug among oral antidiabetic agents available for use in subjects with diabetes. The objective of this study is to provide insight into the mechanisms of action of colesevelam HCl in T2DM. The mechanisms of interest include hepatic insulin sensitivity, rate of appearance of exogenous glucose and changes in incretin hormone concentrations.",Diabetes
NCT02073227,A Bioequivalence Study of the Fixed Dose Combination Tablets of Canagliflozin and Metformin Extended Release (XR) With Respect to the Individual Components,"The purpose of this study is to assess the bioequivalence of the fixed dose combination (two components combined in one tablet) of canagliflozin and metformin extended release (XR) tablet (dose of 2 X 150 mg/1,000 mg) with respect to the individual components of canagliflozin (1 x 300 mg) and metformin XR tablet (4 x 500 mg) in healthy fed participants.",Healthy Volunteers
NCT00833027,ALPHA Sitagliptin Add on to Metformin (0431-103),Canadian physicians to experience in real life clinical practice the efficacy and tolerability of adding sitagliptin to their patients who have their glycemic levels inadequately controlled while on metformin,Diabetes Mellitus
NCT01865227,"Obesity Surgery, Counseling, and Psychological Well-Being","Obesity has become a global epidemic causing enormous human and economic costs. Incidence rates have doubled over the last few decades and obesity-related illnesses such as diabetes and cardiovascular diseases now constitute one of the major contributors to the global burden of disability. Overall, obesity has been recognized as one of the most pressing public health concerns worldwide and effective treatment and prevention strategies are urgently required. While behavioral and pharmacological treatments (e.g.low calorie diets, medication) are successful means for overcoming overweight and mild obesity, more severe cases of obesity usually fail to respond to such interventions. As a result, the demand for weight loss surgery is growing among this population. However, uncertainties about the effectiveness of obesity surgery persist and high relapse rates (i.e. weight regain) are common. Further research in this field is needed to identify risk factors that may trigger relapse and to understand patients' treatment needs in greater depth. Previous studies have pointed toward high levels of mental health problems among patients. However, the impact of preoperative psychopathology on actual surgery outcomes remains unclear. Similarly, few studies have investigated the effect of postoperative therapy on patients' psychological functioning and weight loss patterns. Research addressing these gaps is imperative to establish best-practice approaches. This challenge applies in particular to Middle East and North Africa(MENA) countries where research in the field of bariatric surgery and related mental health is largely missing. This is a major concern given the fact that the MENA region experienced the highest increase in overweight and obesity in recent decades compared to other countries.The proposed study aims to address this deficiency by examining obesity surgery patients in two Arab countries (UAE and Jordan). The goals of the project are to investigate the nature and extent of psychological health concerns among these patients before and after surgery and potential associations with treatment outcomes. Moreover, it will test the efficacy of post-operative counseling to improve weight loss and psychological health. For this purpose, a randomized clinical trial design will be employed so that cause and effect relationships between postoperative counseling and treatment outcomes(i.e. weight loss and psychological functioning) can be examined experimentally. The study will start by assessing participants' psychological health prior to surgery by using standardized self-report measures.After surgery, participants will be randomly assigned to either the intervention condition consisting of 3-monthly post-operative medical checkups plus group counseling or the treatment as usual condition (i.e. 3-monthly standard medical checkups only). Additionally, participants' psychological health will be reassessed in both groups at 3, 6, 9 and 12 months after surgery. The benefit of the experimental study design is that it allows comparing patient outcomes between groups while at the same time controlling for a wide range of potential confounding variables.The data collected are expected to make a significant contribution to the treatment challenge of one of the most pressing public health concerns worldwide. Study results will add to clinical practice by broadening and deepening our knowledge of the treatment needs of obese patients. By identifying psychological health concerns that may threaten successful treatment outcomes high-risk patient groups can be recognized early, which in turn may help to reduce postoperative weight regain and other complications.To the best of the PI's knowledge, the proposed work would be the first study of this kind in the Arab world. Findings will be helpful for developing culturally sensitive and evidence-based best-practice guidelines, which are vital to achieve satisfying long-term outcomes. Moreover, study results will be relevant for research communities and practitioners outside the MENA region since empirical support for the effectiveness of obesity surgery remains weak internationally.",Obesity|Bariatric Surgery
NCT03776227,A Bioequivalence Study Testing Two Formulations of Sotagliflozin in Healthy Male and Female Subjects Under Fasted Conditions,Primary Objective:To determine the bioequivalence of a single dose of one tablet of sotagliflozin (test) compared to two tablets of sotagliflozin (reference) under fasting conditions in healthy male and female subjectsSecondary Objectives:* To evaluate the single-dose pharmacokinetics of sotagliflozin following administration of one tablet sotagliflozin (test) compared to two tablets of sotagliflozin (reference) in healthy male and female subjects under fasting conditions* To evaluate safety and tolerability of one tablet sotagliflozin (test) compared to two tablets of sotagliflozin (reference) administered under fasted conditions in healthy male and female subjects,Type 2 Diabetes Mellitus|Healthy Subjects
NCT01621776,Effect of Apidra Compared to Humalog in Decreasing Post-Prandial Hyperglycemia,"This study aims to compare the post-meal blood glucose values of two drugs in a ""real-world"" setting.",Type 1 Diabetes
NCT05024227,The Effect of Nursing Education Intervention on Women's Health Literacy of Plasticizers,"Environmental hormone (environmental hormone), also known as ""endocrine disrupting chemicals"" (EDCS), is a pollutant that affects the endocrine system and causes diseases and dysfunction throughout the life cycle. Many daily products are ubiquitous, and the most common are phthalates (plasticizers); in recent years, many scientific research reports have determined the adverse health effects of phthalates, including: Infertility (Den Hond et al. al., 2015), testicular hypoplasia (Fisher, 2004), obesity (Dirtu et al., 2013), diabetes (Fénichel \& Chevalier, 2017), hyperglycemia (Williams et al., 2016), asthma (Wang et al., 2016) al., 2015), endometriosis and high abortion rate (Roy et al., 2015), polycystic ovary syndrome (Vagi et al., 2014), prostate cancer (Chuang et al., 2020), and Breast cancer (Chen et al., 2020; Fu et al., 2017; Holmes et al., 2014; López-Carrillo et al., 2010), etc. In 2011, the Taiwan Food and Drug Administration detected di（2-ethylhexyl）phthalate (DEHP) and dibutyl phthalate (DBP) in foods, food supplements, and beverages, and determined that the Taiwanese population has a high content of phthalates (Yang et al., 2013). It pointed out that exposure to plasticizers in the uterus will have lifelong effects and even endanger the health of the next generation, indicating that there is a significant positive correlation between the concentration of metabolites in the urine of pregnant women and the urine of their children (Lin et al., 2011; Wu et al., 2013), even related to children's autism (Carter \& Blizard, 2016; Rossignol et al., 2014).However, so far there is still a lack of research on environmental hormone-plasticizers to improve health literacy or develop interventional research. Therefore, this study hopes to track the health literacy of their plasticizers and provide nursing education interventions (including e-health platform assistance) for women. Randomized controlled trials (English: randomized controlled trial, RCT) will be used to test nursing education interventions using a double-blind trial system. (Including e-health platform assistance) Effectiveness, in order to provide simple and fast self-health monitoring and management for the people, and it is expected that the case can early prevent the occurrence of related diseases and ensure the safety of the living environment.",Endocrine Disrupting Chemicals|Health Literacy
NCT03446573,Switch Study to Evaluate Dolutegravir Plus Lamivudine in Virologically Suppressed Human Immunodeficiency Virus Type 1 Positive Adults (TANGO),"The aim of the study is to establish if human immunodeficiency virus type 1 (HIV-1) infected adult participants with current virologic suppression on a \>=3-drug tenofovir alafenamide (TAF) based regimen (TBR) remain suppressed upon switching to a two-drug regimen of dolutegravir (DTG) 50 milligram (mg) + lamivudine (3TC) 300 mg. This study will also provide important information regarding the safety and participant satisfaction with this two-drug regimen. The primary objective of this trial is to demonstrate the non-inferior antiviral activity of switching to DTG + 3TC once daily compared to continuation of TBR over 48 weeks in HIV-1 infected, antiretroviral therapy (ART)-experienced, virologically suppressed participants. This study also will characterize the long-term antiviral activity, tolerability and safety of DTG + 3TC compared to TBR through Week 144 and characterize the long-term antiviral activity, tolerability and safety of DTG + 3TC through Week 200.This will be a 200-week, Phase III, randomized, open-label, active-controlled, multicenter, parallel- group study. The study will include a screening phase (up to 28 days), a randomized early switch phase (Day 1 up to Week 148), a randomized late switch phase (Week 148 up to Week 200), and a continuation phase (post Week 200). HIV-1 infected adults on stable TBR will be randomized 1:1 to switch to DTG + 3TC once daily for up to 200 weeks, or to continue their TBR for 148 weeks, at which time and if HIV-1 ribonucleic acid (RNA) \<50 copies per milliliter (c/mL) at Week 144, these participants will switch to DTG + 3TC up to Week 200.",HIV Infections
NCT04647773,To Evaluate the Efficacy and Safety of HSK16149 Capsule in Chinese Patients With Diabetic Peripheral Neuropathic Pain,Investigate the efficacy and safety of HSK16149 capsules in Chinese diabetic peripheral neuropathic pain (DPNP) following 13 weeks treatment in comparison to placebo.,Diabetic Peripheral Neuropathic Pain
NCT06660173,A Study of Maridebart Cafraglutide in Adult Participants With Type 2 Diabetes Mellitus (T2DM),The main purpose of this study is to assess the dose-response relationship of maridebart cafraglutide on glucose control compared with placebo.,Type 2 Diabetes Mellitus (T2DM)
